ID,XMIN,XMAX,YMIN,YMAX,MEANindex,MINindex,MAXindex,MEDindex,MEANLat,MINLat,MAXLat,MEDLat,MEANLon,MINLon,MAXLon,MEDLon,MEANSpd_km,MINSpd_kmh,MAXSpd_kmh,MEDSpd_kmh,MEANHeght_,MINHeght_m,MAXHeght_m,MEDHeght_m,MEANCo2_pp,MINCo2_ppm,MAXCo2_ppm,MEDCo2_ppm,COUNT
538,489905.364209,490155.364209,5458281.70845,5458531.70845,1162,1156,1169,1162.5,49.27915999999999,49.278919999999999,49.279400000000003,49.279159999999997,-123.13579857142858,-123.13618,-123.1354,-123.13581000000001,46.522240000000004,46.2074,47.040799999999997,46.392600000000002,19.585714285714285,18.5,20.699999999999999,19.600000000000001,476.63857285714283,447.26220999999998,502.70352000000003,482.93202000000002,14
539,490155.364209,490405.364209,5458281.70845,5458531.70845,1022,99,1155,1054.5,49.278649117647056,49.277279999999998,49.279429999999998,49.27861,-123.13387735294113,-123.13527000000001,-123.13200999999999,-123.13404,30.004578823529407,5.7412000000000001,50.76332,34.243479999999998,27.979411764705869,20.899999999999999,38,28.100000000000001,453.33061588235284,411.24292000000003,714.58765000000005,440.98889500000001,68
540,490405.364209,490655.364209,5458281.70845,5458531.70845,47,2,98,38.5,49.278451216216219,49.277470000000001,49.279440000000001,49.278435000000002,-123.13021310810807,-123.13188,-123.12855999999999,-123.130295,31.782822702702703,6.3338400000000004,50.207720000000002,35.891759999999998,38.209459459459438,36.100000000000001,41.899999999999999,37.899999999999999,497.34050351351351,422.61849999999998,896.89398000000006,467.58018500000003,74
541,490655.364209,490905.364209,5458281.70845,5458531.70845,2947,2938,2957,2947.5,49.277504000000008,49.277259999999998,49.277749999999997,49.277500000000003,-123.12554300000002,-123.12591,-123.12511000000001,-123.125575,30.754311999999992,25.29832,38.040080000000003,29.039360000000002,13.459999999999999,11.9,14.300000000000001,13.65,459.80665699999997,408.69513000000001,559.70959000000005,453.85811000000001,20
542,490905.364209,491155.364209,5458281.70845,5458531.70845,2978,2774,3023,2993,49.278484754098344,49.277239999999999,49.279449999999997,49.278490000000012,-123.12371032786884,-123.12502000000001,-123.12163,-123.12376,32.473453770491815,6.6486800000000006,42.207079999999998,33.354520000000001,12.793442622950819,-5.4000000000000004,15.1,14.1,432.21559245901642,415.43848000000003,451.1343700000001,431.15947999999997,61
543,491155.364209,491405.364209,5458281.70845,5458531.70845,2698,2653,2773,2685.5,49.278377575757588,49.2774,49.279429999999998,49.278205,-123.12005333333333,-123.12151,-123.11839000000001,-123.120285,33.942109090909085,5.4263599999999999,51.485599999999998,33.5212,-6.7621212121212144,-8.5,-5.4000000000000004,-6.2999999999999998,448.00557787878807,422.05092999999999,527.31335000000001,446.47138999999999,66
544,491405.364209,491655.364209,5458281.70845,5458531.70845,2128,2049,2203,2134,49.278116474820123,49.277239999999999,49.279299999999999,49.277949999999997,-123.11621251798556,-123.11739,-123.11476,-123.11633999999999,24.11543827338129,5.3708,39.20684,25.316839999999999,11.693525179856115,8.6999999999999993,15.1,12.1,477.40595410071944,406.86568999999997,642.50934000000018,467.34152,139
545,491655.364209,491905.364209,5458281.70845,5458531.70845,2032,1989,2208,2014,49.278854901960798,49.278419999999997,49.279470000000003,49.278790000000001,-123.11403392156863,-123.11472000000001,-123.11305,-123.11421,26.507930196078433,5.4634,42.040399999999998,27.11328,15.927450980392161,10.199999999999999,18.300000000000001,16.699999999999999,472.38099019607864,421.58530000000002,573.86829,463.37173000000001,51
546,491905.364209,492155.364209,5458281.70845,5458531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
547,492155.364209,492405.364209,5458281.70845,5458531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
548,492405.364209,492655.364209,5458281.70845,5458531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
549,492655.364209,492905.364209,5458281.70845,5458531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
550,492905.364209,493155.364209,5458281.70845,5458531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
551,493155.364209,493405.364209,5458281.70845,5458531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
552,493405.364209,493655.364209,5458281.70845,5458531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
553,493655.364209,493905.364209,5458281.70845,5458531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
554,493905.364209,494155.364209,5458281.70845,5458531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
555,494155.364209,494405.364209,5458281.70845,5458531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
556,494405.364209,494655.364209,5458281.70845,5458531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
557,494655.364209,494905.364209,5458281.70845,5458531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
558,494905.364209,495155.364209,5458281.70845,5458531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
559,495155.364209,495405.364209,5458281.70845,5458531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
560,495405.364209,495655.364209,5458281.70845,5458531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
561,487405.364209,487655.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
562,487655.364209,487905.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
563,487905.364209,488155.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
564,488155.364209,488405.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
565,488405.364209,488655.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
566,488655.364209,488905.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
567,488905.364209,489155.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
568,489155.364209,489405.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
569,489405.364209,489655.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
570,489655.364209,489905.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
571,489905.364209,490155.364209,5458031.70845,5458281.70845,158,142,175,158.5,49.275557058823537,49.275010000000002,49.276040000000002,49.275559999999999,-123.13691588235291,-123.13849999999999,-123.13545000000001,-123.13688999999999,54.895458823529395,46.929679999999998,65.912680000000009,53.374639999999999,33.152941176470591,29.300000000000001,35.5,34.299999999999997,578.07433735294126,536.24072000000001,642.99419999999998,566.5232850000001,34
572,490155.364209,490405.364209,5458031.70845,5458281.70845,122,103,141,122,49.276603076923081,49.276090000000003,49.277180000000001,49.276600000000002,-123.13375051282053,-123.13527000000001,-123.13229,-123.13374,47.807243076923065,42.040399999999998,54.171000000000006,46.966720000000002,33.892307692307696,32.600000000000001,36.100000000000001,33.799999999999997,540.17025076923085,485.22368999999998,746.00292999999999,531.11572000000001,39
573,490405.364209,490655.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
574,490655.364209,490905.364209,5458031.70845,5458281.70845,2921,2905,2937,2921,49.276822424242425,49.276380000000003,49.277200000000001,49.276879999999998,-123.12566272727273,-123.12600999999999,-123.1251,-123.12575,25.906673939393944,10.167479999999999,36.039920000000002,25.29832,8.8969696969696948,5.7000000000000002,12,8.8000000000000007,507.64737757575767,410.09102999999999,743.04192999999998,481.29012999999998,33
575,490905.364209,491155.364209,5458031.70845,5458281.70845,2822,2778,2904,2811.5,49.276270147058817,49.27581,49.277169999999998,49.276200000000003,-123.12370514705881,-123.12503,-123.12186,-123.12391,31.405834705882331,5.2596800000000004,50.170679999999997,32.743360000000003,-3.333823529411764,-5.7000000000000002,5.0999999999999996,-5,426.06141852941187,409.72604000000001,482.05957000000001,423.73358000000002,68
576,491155.364209,491405.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
577,491405.364209,491655.364209,5458031.70845,5458281.70845,2113,2112,2115,2113.5,49.277225000000001,49.27722,49.277230000000003,49.277225000000001,-123.11665000000001,-123.11668,-123.11662,-123.11664999999999,12.167639999999999,11.204599999999999,13.130679999999998,12.167639999999999,14.5,14.4,14.6,14.5,490.177255,484.42559999999997,497.70553999999998,489.28894000000003,4
578,491655.364209,491905.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
579,491905.364209,492155.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
580,492155.364209,492405.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
581,492405.364209,492655.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
582,492655.364209,492905.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
583,492905.364209,493155.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
584,493155.364209,493405.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
585,493405.364209,493655.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
586,493655.364209,493905.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
587,493905.364209,494155.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
588,494155.364209,494405.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
589,494405.364209,494655.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
590,494655.364209,494905.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
591,494905.364209,495155.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
592,495155.364209,495405.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
593,495405.364209,495655.364209,5458031.70845,5458281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
594,487405.364209,487655.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
595,487655.364209,487905.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
596,487905.364209,488155.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
597,488155.364209,488405.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
598,488405.364209,488655.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
599,488655.364209,488905.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
600,488905.364209,489155.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
601,489155.364209,489405.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
602,489405.364209,489655.364209,5457781.70845,5458031.70845,231,207,255,231,49.273179183673442,49.272739999999999,49.273790000000012,49.273119999999999,-123.14395510204086,-123.14491,-123.14223,-123.14428999999998,34.441530612244911,8.8155199999999994,62.393880000000003,27.05772,13.561224489795917,8.0999999999999996,19.399999999999999,14.4,443.09625285714299,424.79629999999997,493.17496,437.13281000000001,49
603,489655.364209,489905.364209,5457781.70845,5458031.70845,192,178,206,192,49.274341034482759,49.273859999999999,49.274850000000001,49.274340000000002,-123.14051758620691,-123.14201,-123.13893,-123.1405,63.987874482758627,62.467959999999998,66.727549999999994,63.634720000000002,23.862068965517238,19.699999999999999,28.800000000000001,23.5,469.22355172413785,431.62671,513.53925000000004,472.64071999999999,29
604,489905.364209,490155.364209,5457781.70845,5458031.70845,176,176,177,176.5,49.274940000000001,49.274940000000001,49.274940000000001,49.274940000000001,-123.13872000000001,-123.13872000000001,-123.13872000000001,-123.13872000000001,65.208919999999992,65.208919999999992,65.208919999999992,65.208919999999992,28.800000000000001,28.800000000000001,28.800000000000001,28.800000000000001,513.89503500000012,505.08188000000001,522.70819000000017,513.89503500000012,2
605,490155.364209,490405.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
606,490405.364209,490655.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
607,490655.364209,490905.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
608,490905.364209,491155.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
609,491155.364209,491405.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
610,491405.364209,491655.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
611,491655.364209,491905.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
612,491905.364209,492155.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
613,492155.364209,492405.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
614,492405.364209,492655.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
615,492655.364209,492905.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
616,492905.364209,493155.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
617,493155.364209,493405.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
618,493405.364209,493655.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
619,493655.364209,493905.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
620,493905.364209,494155.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
621,494155.364209,494405.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
622,494405.364209,494655.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
623,494655.364209,494905.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
624,494905.364209,495155.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
625,495155.364209,495405.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
626,495405.364209,495655.364209,5457781.70845,5458031.70845,,,,,,,,,,,,,,,,,,,,,,,,,
627,487405.364209,487655.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
628,487655.364209,487905.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
629,487905.364209,488155.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
630,488155.364209,488405.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
631,488405.364209,488655.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
632,488655.364209,488905.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
633,488905.364209,489155.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
634,489155.364209,489405.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
635,489405.364209,489655.364209,5457531.70845,5457781.70845,287,256,319,287.5,49.271587343750006,49.27046,49.272689999999997,49.271569999999997,-123.14542015624998,-123.14552,-123.14497,-123.14549,28.421833750000012,18.390360000000001,37.836359999999999,30.724679999999999,8.3093749999999993,6.5999999999999996,11.1,8.4000000000000004,500.46972812499996,430.02945,562.41467,508.08824000000004,64
636,489655.364209,489905.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
637,489905.364209,490155.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
638,490155.364209,490405.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
639,490405.364209,490655.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
640,490655.364209,490905.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
641,490905.364209,491155.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
642,491155.364209,491405.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
643,491405.364209,491655.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
644,491655.364209,491905.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
645,491905.364209,492155.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
646,492155.364209,492405.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
647,492405.364209,492655.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
648,492655.364209,492905.364209,5457531.70845,5457781.70845,1318,1272,1373,1307,49.27200957746475,49.270530000000001,49.272550000000003,49.272329999999997,-123.09968507042252,-123.10056000000002,-123.09775999999999,-123.09988,39.386301408450699,5.8338000000000001,62.023480000000006,44.651720000000012,6.3830985915493024,4,9,5.7999999999999998,513.2900673239435,444.39917000000003,775.98766999999998,491.82321000000002,71
649,492905.364209,493155.364209,5457531.70845,5457781.70845,1389,1374,1404,1389,49.271952903225795,49.27169,49.272219999999997,49.271949999999997,-123.09581903225806,-123.09751,-123.09424,-123.09577,58.981420645161293,56.745280000000008,61.449359999999999,58.263919999999999,11.24516129032258,9,12.9,11.300000000000001,526.06630741935487,492.24167,568.00165000000004,517.99450999999999,31
650,493155.364209,493405.364209,5457531.70845,5457781.70845,1422,1405,1439,1422,49.27135457142856,49.271099999999997,49.271650000000001,49.271320000000003,-123.09229114285715,-123.09402,-123.09069,-123.09216000000001,52.64865600000001,44.61468,58.189839999999997,54.374720000000003,14.277142857142859,13.199999999999999,15.4,14.9,489.0806780000002,470.13986,513.24359000000004,485.98264000000006,35
651,493405.364209,493655.364209,5457531.70845,5457781.70845,1455,1440,1470,1455,49.270813548387117,49.270530000000001,49.271070000000002,49.270829999999997,-123.08904999999999,-123.09050999999999,-123.08741999999999,-123.08916000000001,55.153157419354848,44.929519999999997,63.708799999999997,55.763719999999992,16.116129032258069,14.6,18.199999999999999,15.6,489.74065000000007,470.33127000000002,518.14031999999997,483.44423999999998,31
652,493655.364209,493905.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
653,493905.364209,494155.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
654,494155.364209,494405.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
655,494405.364209,494655.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
656,494655.364209,494905.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
657,494905.364209,495155.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
658,495155.364209,495405.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
659,495405.364209,495655.364209,5457531.70845,5457781.70845,,,,,,,,,,,,,,,,,,,,,,,,,
660,487405.364209,487655.364209,5457281.70845,5457531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
661,487655.364209,487905.364209,5457281.70845,5457531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
662,487905.364209,488155.364209,5457281.70845,5457531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
663,488155.364209,488405.364209,5457281.70845,5457531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
664,488405.364209,488655.364209,5457281.70845,5457531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
665,488655.364209,488905.364209,5457281.70845,5457531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
666,488905.364209,489155.364209,5457281.70845,5457531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
667,489155.364209,489405.364209,5457281.70845,5457531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
668,489405.364209,489655.364209,5457281.70845,5457531.70845,354,320,403,353,49.269282388059693,49.268240000000013,49.270389999999999,49.269219999999997,-123.1455798507462,-123.14561999999999,-123.14552,-123.14558999999998,25.653793432835833,10.167479999999999,34.299040000000005,26.26136,12.252238805970148,9.8000000000000007,17.699999999999999,11.699999999999999,537.37146940298521,486.08908000000002,615.27570000000003,532.88489000000004,67
669,489655.364209,489905.364209,5457281.70845,5457531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
670,489905.364209,490155.364209,5457281.70845,5457531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
671,490155.364209,490405.364209,5457281.70845,5457531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
672,490405.364209,490655.364209,5457281.70845,5457531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
673,490655.364209,490905.364209,5457281.70845,5457531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
674,490905.364209,491155.364209,5457281.70845,5457531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
675,491155.364209,491405.364209,5457281.70845,5457531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
676,491405.364209,491655.364209,5457281.70845,5457531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
677,491655.364209,491905.364209,5457281.70845,5457531.70845,961,961,962,961.5,49.268259999999998,49.268259999999998,49.268259999999998,49.268259999999998,-123.11133,-123.11133,-123.11133,-123.11133,60.708559999999999,60.708559999999999,60.708559999999999,60.708559999999999,-1.8,-1.8,-1.8,-1.8,506.30063000000001,498.14746000000002,514.4538,506.30063000000001,2
678,491905.364209,492155.364209,5457281.70845,5457531.70845,981,963,999,981,49.269032162162155,49.268360000000001,49.26934,49.269199999999998,-123.10952783783786,-123.11114999999999,-123.10786,-123.10952,54.504859999999994,36.151040000000002,60.801160000000003,57.486080000000001,3.7135135135135151,-1.8,11.9,2.8999999999999999,468.06741972972981,441.68277,500.52676000000002,467.71222,37
679,492155.364209,492405.364209,5457281.70845,5457531.70845,1041,1000,1072,1048,49.269288571428568,49.269210000000001,49.269350000000003,49.269290000000012,-123.10646122448981,-123.10773,-123.10442,-123.10677,35.778750204081632,6.3894000000000002,64.801479999999998,34.095320000000001,13.900000000000002,11.699999999999999,15.5,14.300000000000001,483.5959451020409,430.25351000000001,606.11017000000004,457.56939999999997,49
680,492405.364209,492655.364209,5457281.70845,5457531.70845,1095,1073,1191,1091,49.269175405405406,49.26914,49.269210000000001,49.269179999999999,-123.10221594594593,-123.10418,-123.10104,-123.10202,45.046145675675668,6.3708800000000014,65.912680000000009,58.023159999999997,13.032432432432437,9.6999999999999993,15,13.6,511.93619027027023,476.14974999999998,591.99823000000004,503.02872000000002,37
681,492655.364209,492905.364209,5457281.70845,5457531.70845,1233,1200,1271,1221.5,49.269640000000003,49.269120000000001,49.270429999999998,49.269620000000003,-123.10065318181817,-123.10093999999999,-123.10057,-123.10061,24.443453636363639,8.8710800000000027,41.132919999999999,23.87228,5.6659090909090892,2.2000000000000002,9.5999999999999996,4.5999999999999996,492.19745159090894,447.20636000000002,564.82635000000005,488.94558999999998,44
682,492905.364209,493155.364209,5457281.70845,5457531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
683,493155.364209,493405.364209,5457281.70845,5457531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
684,493405.364209,493655.364209,5457281.70845,5457531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
685,493655.364209,493905.364209,5457281.70845,5457531.70845,1485,1471,1500,1485.5,49.270218666666686,49.269959999999998,49.270490000000002,49.270209999999999,-123.08553066666671,-123.08719000000001,-123.08381,-123.08555,65.573145333333329,61.134520000000002,68.246200000000002,66.709040000000002,19.959999999999994,18.600000000000001,21,19.699999999999999,483.70317133333333,463.46929999999998,497.24297999999999,486.50967500000002,30
686,493905.364209,494155.364209,5457281.70845,5457531.70845,1514,1501,1527,1514,49.269688888888886,49.269579999999998,49.269919999999999,49.269640000000003,-123.08187037037038,-123.08356000000001,-123.08037,-123.08178999999998,65.316607407407417,53.745040000000003,69.709280000000007,66.486789999999999,25.529629629629646,19.699999999999999,28.5,27.100000000000001,480.09707296296284,460.27578999999997,501.85464000000002,481.93488000000002,27
687,494155.364209,494405.364209,5457281.70845,5457531.70845,1564,1528,1607,1556.5,49.269607931034486,49.269579999999998,49.269620000000003,49.26961,-123.07841844827584,-123.08018,-123.07695,-123.07827,29.386769655172415,5.4819199999999997,51.004080000000002,28.576360000000001,19.217241379310355,14,26.399999999999999,19.600000000000001,460.76290051724123,424.96249000000006,505.18286000000001,459.06133999999997,58
688,494405.364209,494655.364209,5457281.70845,5457531.70845,1628,1608,1648,1628,49.269610975609808,49.269599999999997,49.269620000000003,49.26961,-123.07521317073169,-123.07679,-123.07357,-123.07523,41.451825365853672,37.39188,45.651800000000001,41.521840000000012,23.621951219512191,15.699999999999999,31.699999999999999,24.800000000000001,592.44057073170734,437.61642000000001,702.10320999999999,601.95690999999999,41
689,494655.364209,494905.364209,5457281.70845,5457531.70845,1688,1649,1728,1689.5,49.269580128205121,49.269550000000002,49.269620000000003,49.269584999999999,-123.07148217948718,-123.07340000000001,-123.07007,-123.071485,22.356726666666674,5.0189199999999996,43.02196,19.4923,36.752564102564115,32.299999999999997,42.799999999999997,35.950000000000003,561.21968666666646,460.36971999999997,660.56286999999998,555.39963,78
690,494905.364209,495155.364209,5457281.70845,5457531.70845,1826,1811,1841,1826,49.269136451612901,49.26829,49.269550000000002,49.26932,-123.06972677419354,-123.06999999999999,-123.06965,-123.06966,34.388652903225811,6.0190000000000001,51.744880000000002,34.984279999999998,43.480645161290312,41.600000000000001,44,43.700000000000003,529.88247096774194,466.45931999999999,815.79363999999998,482.48070999999999,31
691,495155.364209,495405.364209,5457281.70845,5457531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
692,495405.364209,495655.364209,5457281.70845,5457531.70845,,,,,,,,,,,,,,,,,,,,,,,,,
693,487405.364209,487655.364209,5457031.70845,5457281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
694,487655.364209,487905.364209,5457031.70845,5457281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
695,487905.364209,488155.364209,5457031.70845,5457281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
696,488155.364209,488405.364209,5457031.70845,5457281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
697,488405.364209,488655.364209,5457031.70845,5457281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
698,488655.364209,488905.364209,5457031.70845,5457281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
699,488905.364209,489155.364209,5457031.70845,5457281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
700,489155.364209,489405.364209,5457031.70845,5457281.70845,,,,,,,,,,,,,,,,,,,,,,,,,
701,489405.364209,489655.364209,5457031.70845,5457281.70845,502,404,536,516,49.267992682926824,49.26793,49.268189999999997,49.267949999999999,-123.14442853658538,-123.14561999999999,-123.14234999999999,-123.14466000000002,43.63176487804877,7.7598799999999999,61.616040000000012,56.245240000000003,18.23170731707317,17.399999999999999,20.199999999999999,17.699999999999999,533.81294731707328,416.54784999999998,726.52685999999983,534.06195000000002,41
702,489655.364209,489905.364209,5457031.70845,5457281.70845,583,537,622,600,49.267904666666681,49.267879999999998,49.26793,49.267899999999997,-123.14057355555556,-123.14214,-123.13876999999999,-123.14077,39.292443555555558,7.2968800000000016,56.411920000000002,44.318359999999998,19.931111111111104,19.100000000000001,20.800000000000001,19.899999999999999,458.78424422222224,433.41284000000002,502.09229000000005,453.90591000000001,45
